InvoiceNo,InvoiceDate,CustomerID,Country,StockCode,Description,Quantity,UnitPrice
INV-0224-014,2025-08-24,C0224,India,SKU-903,Cotton T-Shirt,4,35.53
INV-0224-015,2025-07-20,C0224,India,SKU-738,Notebook Pack,4,79.12
INV-0224-016,2025-02-20,C0224,India,SKU-326,Backpack,3,59.13
INV-0225-001,2025-09-19,C0225,United Kingdom,SKU-875,Notebook Pack,2,4.98
INV-0225-002,2025-01-29,C0225,Germany,SKU-605,Coffee Beans 500g,3,7.83
INV-0226-001,2025-11-25,C0226,United Kingdom,SKU-157,Phone Case,4,11.34
INV-0226-002,2025-04-25,C0226,United Kingdom,SKU-349,Backpack,2,64.23
INV-0227-001,2025-05-06,C0227,USA,SKU-666,Desk Organizer,2,232.87
INV-0227-002,2025-07-04,C0227,India,SKU-582,Wireless Mouse,5,87.1
INV-0227-003,2025-01-27,C0227,United Kingdom,SKU-299,Wireless Mouse,4,73.78
INV-0227-004,2025-08-05,C0227,USA,SKU-914,Yoga Mat,5,87.64
INV-0227-005,2025-05-04,C0227,USA,SKU-918,LED Bulb,1,325.33
INV-0227-006,2025-03-08,C0227,United Kingdom,SKU-413,Wireless Mouse,3,88.32
INV-0227-007,2025-06-24,C0227,India,SKU-466,Notebook Pack,1,296.15
INV-0227-008,2025-11-16,C0227,India,SKU-419,Phone Case,4,121.49
INV-0227-009,2025-06-12,C0227,India,SKU-388,Yoga Mat,5,99.18
INV-0227-010,2025-11-30,C0227,Germany,SKU-455,Notebook Pack,1,438.08
INV-0227-011,2025-10-30,C0227,India,SKU-994,Notebook Pack,2,86.82
INV-0227-012,2025-02-28,C0227,USA,SKU-378,Water Bottle,3,109.22
INV-0227-013,2025-04-17,C0227,United Kingdom,SKU-732,Yoga Mat,3,140.13
INV-0227-014,2025-03-02,C0227,India,SKU-108,Yoga Mat,4,111.73
INV-0227-015,2025-09-04,C0227,Germany,SKU-718,Desk Organizer,2,196.5
INV-0227-016,2025-10-17,C0227,United Kingdom,SKU-796,Wireless Mouse,5,88.07
INV-0227-017,2025-05-01,C0227,United Kingdom,SKU-272,Desk Organizer,1,477.22
INV-0228-001,2025-04-07,C0228,USA,SKU-612,Notebook Pack,2,143.03
INV-0228-002,2025-09-02,C0228,India,SKU-556,Yoga Mat,3,55.83
INV-0228-003,2025-07-30,C0228,United Kingdom,SKU-179,Water Bottle,2,189.29
INV-0228-004,2025-03-15,C0228,India,SKU-264,Wireless Mouse,2,254.57
INV-0228-005,2025-10-17,C0228,India,SKU-810,Yoga Mat,1,515.97
INV-0228-006,2025-10-31,C0228,India,SKU-496,Coffee Beans 500g,5,97.03
INV-0228-007,2025-04-01,C0228,India,SKU-893,Phone Case,1,290.61
INV-0228-008,2025-05-17,C0228,India,SKU-705,Notebook Pack,4,116.63
INV-0228-009,2025-05-14,C0228,USA,SKU-952,Backpack,4,126.98
INV-0228-010,2025-12-15,C0228,Germany,SKU-990,LED Bulb,4,135.34
INV-0228-011,2025-08-26,C0228,USA,SKU-505,LED Bulb,4,66.54
INV-0228-012,2025-07-01,C0228,India,SKU-695,Wireless Mouse,5,45.19
INV-0228-013,2025-10-13,C0228,USA,SKU-530,Phone Case,5,94.88
INV-0228-014,2025-08-14,C0228,India,SKU-233,Coffee Beans 500g,1,540.33
INV-0228-015,2025-06-16,C0228,India,SKU-509,Phone Case,5,44.71
INV-0228-016,2025-09-21,C0228,Germany,SKU-614,Coffee Beans 500g,3,168.41
INV-0228-017,2025-12-06,C0228,India,SKU-394,Water Bottle,2,166.16
INV-0228-018,2025-06-17,C0228,India,SKU-571,Wireless Mouse,1,204.77
INV-0228-019,2025-03-03,C0228,USA,SKU-467,Water Bottle,1,351.79
INV-0228-020,2025-08-03,C0228,United Kingdom,SKU-591,Notebook Pack,1,197.91
INV-0228-021,2025-09-06,C0228,USA,SKU-322,Cotton T-Shirt,3,145.15
INV-0228-022,2025-03-01,C0228,United Kingdom,SKU-874,Wireless Mouse,1,232.59
INV-0228-023,2025-07-16,C0228,India,SKU-101,Backpack,2,132.41
INV-0228-024,2025-08-14,C0228,USA,SKU-766,Coffee Beans 500g,5,76.81
INV-0228-025,2025-02-15,C0228,India,SKU-668,LED Bulb,5,83.93
INV-0229-001,2024-10-19,C0229,USA,SKU-590,Phone Case,2,157.8
INV-0229-002,2024-12-16,C0229,India,SKU-265,Wireless Mouse,4,28.25
INV-0229-003,2025-01-21,C0229,India,SKU-514,Water Bottle,1,174.21
INV-0229-004,2025-06-29,C0229,India,SKU-444,Backpack,5,17.03
INV-0230-001,2025-05-10,C0230,India,SKU-764,Water Bottle,3,46.79
INV-0230-002,2025-09-28,C0230,India,SKU-153,Water Bottle,2,235.96
INV-0230-003,2025-03-02,C0230,USA,SKU-239,Water Bottle,4,75.89
INV-0230-004,2025-07-07,C0230,USA,SKU-847,LED Bulb,5,31.16
INV-0230-005,2025-03-05,C0230,India,SKU-942,Yoga Mat,4,120.03
INV-0230-006,2025-04-04,C0230,India,SKU-447,Coffee Beans 500g,2,178.42
INV-0230-007,2025-07-19,C0230,India,SKU-829,Wireless Mouse,4,66.84
INV-0230-008,2025-06-01,C0230,India,SKU-637,Wireless Mouse,1,358.87
INV-0230-009,2025-02-21,C0230,India,SKU-650,Cotton T-Shirt,2,133.08
INV-0230-010,2025-08-20,C0230,USA,SKU-551,Coffee Beans 500g,1,366.7
INV-0230-011,2025-09-15,C0230,Germany,SKU-687,Desk Organizer,2,234.88
INV-0230-012,2025-08-29,C0230,India,SKU-610,Coffee Beans 500g,2,251.4
INV-0230-013,2025-04-06,C0230,Germany,SKU-440,Desk Organizer,3,73.65
INV-0230-014,2025-08-22,C0230,India,SKU-793,Backpack,5,50.58
INV-0230-015,2025-06-23,C0230,India,SKU-643,Cotton T-Shirt,3,143.04
INV-0230-016,2025-08-18,C0230,Germany,SKU-291,Coffee Beans 500g,4,56.82
INV-0230-017,2025-09-30,C0230,India,SKU-206,Cotton T-Shirt,2,207.11
INV-0230-018,2025-02-13,C0230,India,SKU-405,LED Bulb,2,189.84
INV-0230-019,2025-08-23,C0230,India,SKU-419,Notebook Pack,5,35.81
INV-0230-020,2025-07-06,C0230,Germany,SKU-520,Backpack,3,124.58
INV-0230-021,2025-11-16,C0230,India,SKU-838,LED Bulb,2,102.89
INV-0230-022,2025-07-03,C0230,India,SKU-787,Wireless Mouse,2,218.84
INV-0230-023,2025-04-02,C0230,Germany,SKU-728,Yoga Mat,4,71.99
INV-0230-024,2025-07-14,C0230,India,SKU-572,LED Bulb,3,57.78
INV-0230-025,2025-05-04,C0230,Germany,SKU-211,Yoga Mat,5,87.22
INV-0231-001,2024-10-20,C0231,India,SKU-437,LED Bulb,2,41.73
INV-0231-002,2024-10-06,C0231,India,SKU-211,LED Bulb,1,127.56
INV-0231-003,2024-12-29,C0231,USA,SKU-295,Desk Organizer,2,75.47
INV-0231-004,2024-12-20,C0231,Germany,SKU-287,Desk Organizer,2,81.88
INV-0232-001,2025-02-28,C0232,Germany,SKU-953,LED Bulb,5,16.27
INV-0232-002,2025-10-14,C0232,India,SKU-724,Coffee Beans 500g,4,45.35
INV-0232-003,2025-10-24,C0232,India,SKU-477,Backpack,1,136.88
INV-0232-004,2025-03-18,C0232,India,SKU-168,Yoga Mat,3,58.16
INV-0232-005,2025-05-12,C0232,India,SKU-780,Backpack,1,72.47
INV-0232-006,2025-07-10,C0232,India,SKU-615,Notebook Pack,3,54.42
INV-0232-007,2025-03-08,C0232,India,SKU-229,Water Bottle,5,29.94
INV-0232-008,2025-08-11,C0232,India,SKU-524,Water Bottle,1,157.81
INV-0232-009,2025-06-27,C0232,USA,SKU-826,Backpack,5,19.64
INV-0232-010,2025-11-04,C0232,United Kingdom,SKU-449,Wireless Mouse,4,45.99
INV-0233-001,2025-07-22,C0233,India,SKU-308,Phone Case,3,22.08
INV-0233-002,2025-01-24,C0233,United Kingdom,SKU-296,Backpack,1,51.82
INV-0233-003,2025-04-18,C0233,Germany,SKU-988,LED Bulb,3,46.98
INV-0233-004,2025-04-30,C0233,India,SKU-486,Cotton T-Shirt,3,33.95
INV-0233-005,2025-12-08,C0233,India,SKU-713,Cotton T-Shirt,2,37.04
INV-0233-006,2025-07-08,C0233,United Kingdom,SKU-501,Notebook Pack,4,19.7
INV-0233-007,2025-02-14,C0233,United Kingdom,SKU-274,Coffee Beans 500g,3,28.23
INV-0234-001,2025-01-02,C0234,India,SKU-767,Water Bottle,2,25.67
INV-0234-002,2025-04-05,C0234,Germany,SKU-633,Coffee Beans 500g,2,25.16
INV-0234-003,2025-08-07,C0234,United Kingdom,SKU-629,Coffee Beans 500g,1,49.77
INV-0234-004,2025-01-23,C0234,Germany,SKU-774,Notebook Pack,3,18.89
INV-0234-005,2025-07-13,C0234,India,SKU-196,Cotton T-Shirt,4,9.08
INV-0235-001,2025-09-28,C0235,USA,SKU-567,Wireless Mouse,2,77.31
INV-0235-002,2025-03-02,C0235,United Kingdom,SKU-755,Cotton T-Shirt,3,33.94
INV-0235-003,2025-04-11,C0235,United Kingdom,SKU-555,Cotton T-Shirt,3,51.58
INV-0235-004,2025-09-04,C0235,India,SKU-800,Yoga Mat,5,25.91
INV-0235-005,2025-11-19,C0235,United Kingdom,SKU-885,LED Bulb,5,34.25
INV-0235-006,2025-02-08,C0235,India,SKU-239,Phone Case,4,36.76
INV-0235-007,2025-05-03,C0235,India,SKU-663,Phone Case,4,33.69
INV-0235-008,2025-04-27,C0235,United Kingdom,SKU-664,Notebook Pack,4,37.79
INV-0235-009,2025-06-08,C0235,India,SKU-508,Coffee Beans 500g,1,177.4
INV-0235-010,2025-03-10,C0235,India,SKU-754,Cotton T-Shirt,5,23.61
INV-0235-011,2025-03-25,C0235,India,SKU-328,Coffee Beans 500g,2,56.62
INV-0235-012,2025-11-04,C0235,India,SKU-376,Backpack,5,30.09
INV-0236-001,2025-05-23,C0236,United Kingdom,SKU-742,Yoga Mat,1,27.1
INV-0236-002,2025-11-26,C0236,India,SKU-329,LED Bulb,3,5.61
INV-0236-003,2025-11-11,C0236,India,SKU-541,Yoga Mat,2,9.71
INV-0237-001,2025-12-16,C0237,India,SKU-257,LED Bulb,4,16.01
INV-0237-002,2025-08-01,C0237,United Kingdom,SKU-933,Wireless Mouse,4,6.55
INV-0238-001,2025-09-04,C0238,United Kingdom,SKU-700,Notebook Pack,2,11.09
INV-0238-002,2025-06-27,C0238,India,SKU-730,Backpack,2,6.25
INV-0239-001,2025-05-23,C0239,USA,SKU-769,Cotton T-Shirt,2,64.31
INV-0239-002,2025-04-04,C0239,India,SKU-879,Phone Case,5,23.13
INV-0240-001,2025-04-24,C0240,India,SKU-748,Coffee Beans 500g,2,129.13
INV-0240-002,2025-06-17,C0240,India,SKU-631,Yoga Mat,1,318.08
INV-0240-003,2025-08-18,C0240,Germany,SKU-302,Coffee Beans 500g,2,107.14
INV-0240-004,2025-11-28,C0240,India,SKU-293,Coffee Beans 500g,2,104.37
INV-0240-005,2025-03-23,C0240,United Kingdom,SKU-838,Cotton T-Shirt,5,26.08
INV-0240-006,2025-10-27,C0240,United Kingdom,SKU-416,Notebook Pack,1,323.84
INV-0240-007,2025-11-12,C0240,USA,SKU-213,Yoga Mat,2,114.13
INV-0240-008,2025-02-04,C0240,India,SKU-680,LED Bulb,5,37.73
INV-0240-009,2025-10-24,C0240,India,SKU-484,Phone Case,5,57.26
INV-0240-010,2025-08-01,C0240,Germany,SKU-980,Yoga Mat,5,68.16
INV-0240-011,2025-03-19,C0240,India,SKU-248,Cotton T-Shirt,1,162.48
INV-0240-012,2025-03-26,C0240,India,SKU-785,Coffee Beans 500g,4,52.53
INV-0240-013,2025-06-30,C0240,India,SKU-975,Yoga Mat,5,67.01
INV-0240-014,2025-03-21,C0240,India,SKU-451,Cotton T-Shirt,5,67.0
INV-0240-015,2025-09-09,C0240,India,SKU-149,Wireless Mouse,4,29.52
INV-0240-016,2025-11-15,C0240,India,SKU-149,Cotton T-Shirt,2,98.44
INV-0240-017,2025-09-28,C0240,India,SKU-581,Yoga Mat,4,98.41
INV-0240-018,2025-08-04,C0240,India,SKU-152,Water Bottle,1,296.59
INV-0241-001,2025-05-26,C0241,India,SKU-685,LED Bulb,4,80.01
INV-0241-002,2025-08-31,C0241,India,SKU-680,Backpack,5,78.74
INV-0241-003,2025-11-03,C0241,India,SKU-495,Coffee Beans 500g,4,94.37
INV-0241-004,2025-06-05,C0241,India,SKU-434,LED Bulb,3,125.3
INV-0241-005,2025-06-28,C0241,India,SKU-747,Backpack,1,466.77
INV-0241-006,2025-03-28,C0241,India,SKU-351,Notebook Pack,4,111.62
INV-0241-007,2025-06-05,C0241,United Kingdom,SKU-711,Notebook Pack,5,94.49
INV-0241-008,2025-04-17,C0241,USA,SKU-274,Phone Case,3,139.91
INV-0241-009,2025-04-29,C0241,USA,SKU-319,Water Bottle,4,98.71
INV-0241-010,2025-07-16,C0241,United Kingdom,SKU-119,LED Bulb,3,148.67
INV-0241-011,2025-11-14,C0241,India,SKU-207,Cotton T-Shirt,2,223.95
INV-0241-012,2025-10-06,C0241,India,SKU-131,LED Bulb,2,221.44
INV-0241-013,2025-03-12,C0241,USA,SKU-142,Cotton T-Shirt,5,84.61
INV-0241-014,2025-08-28,C0241,USA,SKU-360,Yoga Mat,1,232.77
INV-0241-015,2025-12-18,C0241,United Kingdom,SKU-145,Water Bottle,2,251.66
INV-0241-016,2025-10-08,C0241,India,SKU-343,Wireless Mouse,1,471.39
INV-0241-017,2025-12-15,C0241,United Kingdom,SKU-757,Cotton T-Shirt,1,364.06
INV-0241-018,2025-08-06,C0241,India,SKU-912,Backpack,2,147.22
INV-0242-001,2025-11-16,C0242,USA,SKU-187,Wireless Mouse,4,6.2
INV-0242-002,2025-09-01,C0242,USA,SKU-896,Coffee Beans 500g,3,17.55
INV-0242-003,2025-03-23,C0242,USA,SKU-613,Wireless Mouse,4,14.22
INV-0242-004,2025-07-12,C0242,India,SKU-177,Water Bottle,1,25.29
INV-0242-005,2025-07-10,C0242,India,SKU-609,Wireless Mouse,1,60.43
INV-0243-001,2024-12-18,C0243,USA,SKU-791,Wireless Mouse,5,12.11
INV-0243-002,2025-03-09,C0243,USA,SKU-704,LED Bulb,4,24.31
INV-0243-003,2025-02-28,C0243,India,SKU-124,Desk Organizer,1,45.41
INV-0243-004,2025-04-05,C0243,India,SKU-429,Notebook Pack,5,13.52
INV-0243-005,2024-12-07,C0243,India,SKU-955,Desk Organizer,4,13.62
INV-0244-001,2024-08-22,C0244,USA,SKU-677,Desk Organizer,5,26.48
INV-0244-002,2024-09-14,C0244,Germany,SKU-434,Cotton T-Shirt,4,48.39
INV-0244-003,2025-04-06,C0244,India,SKU-555,Water Bottle,3,29.03
INV-0244-004,2024-11-26,C0244,India,SKU-205,Yoga Mat,5,34.58
INV-0244-005,2025-04-30,C0244,USA,SKU-142,Desk Organizer,5,42.15
INV-0244-006,2024-09-06,C0244,India,SKU-182,Notebook Pack,2,39.44
INV-0244-007,2024-10-11,C0244,USA,SKU-773,Yoga Mat,1,170.44
INV-0245-001,2025-03-12,C0245,Germany,SKU-217,Cotton T-Shirt,5,129.2
INV-0245-002,2025-12-13,C0245,India,SKU-879,Phone Case,4,67.53
INV-0245-003,2025-06-26,C0245,India,SKU-508,Backpack,5,76.86
INV-0245-004,2025-06-04,C0245,USA,SKU-115,Wireless Mouse,2,273.77
INV-0245-005,2025-12-26,C0245,United Kingdom,SKU-744,Yoga Mat,3,76.73
INV-0245-006,2025-06-14,C0245,India,SKU-274,Desk Organizer,2,251.15
INV-0245-007,2025-03-20,C0245,India,SKU-701,Yoga Mat,4,145.07
INV-0245-008,2025-08-06,C0245,India,SKU-705,Phone Case,2,198.02
INV-0245-009,2025-11-24,C0245,India,SKU-610,Backpack,2,310.42
INV-0245-010,2025-07-23,C0245,India,SKU-977,Backpack,2,230.66
INV-0245-011,2025-03-21,C0245,India,SKU-723,Yoga Mat,3,98.44
INV-0245-012,2025-06-08,C0245,India,SKU-556,Backpack,5,108.89
INV-0245-013,2025-11-15,C0245,India,SKU-801,LED Bulb,3,91.51
INV-0245-014,2025-04-15,C0245,India,SKU-221,Phone Case,5,102.15
INV-0245-015,2025-11-23,C0245,India,SKU-238,Backpack,1,620.46
INV-0245-016,2025-02-16,C0245,United Kingdom,SKU-618,Water Bottle,2,227.18
INV-0245-017,2025-07-20,C0245,India,SKU-626,Coffee Beans 500g,4,103.62
INV-0245-018,2025-04-01,C0245,United Kingdom,SKU-975,Yoga Mat,4,90.71
INV-0245-019,2025-08-25,C0245,India,SKU-919,Notebook Pack,2,88.61
INV-0245-020,2025-05-12,C0245,India,SKU-980,Coffee Beans 500g,1,378.23
INV-0245-021,2025-03-11,C0245,Germany,SKU-463,Yoga Mat,2,93.78
INV-0245-022,2025-12-16,C0245,United Kingdom,SKU-491,Desk Organizer,1,444.72
INV-0246-001,2025-06-15,C0246,India,SKU-787,Wireless Mouse,1,84.38
INV-0246-002,2025-09-27,C0246,United Kingdom,SKU-869,Coffee Beans 500g,5,26.36
INV-0247-001,2025-09-06,C0247,Germany,SKU-504,Coffee Beans 500g,2,210.21
INV-0247-002,2025-10-16,C0247,India,SKU-311,Cotton T-Shirt,5,65.07
INV-0247-003,2025-11-15,C0247,United Kingdom,SKU-432,Yoga Mat,1,421.04
INV-0247-004,2025-04-06,C0247,United Kingdom,SKU-274,Notebook Pack,2,211.14
INV-0247-005,2025-12-10,C0247,Germany,SKU-520,Water Bottle,1,389.84
INV-0247-006,2025-08-15,C0247,United Kingdom,SKU-796,Notebook Pack,5,37.83
INV-0247-007,2025-11-27,C0247,United Kingdom,SKU-300,Yoga Mat,2,130.58
INV-0247-008,2025-11-08,C0247,India,SKU-672,Phone Case,3,134.47
INV-0247-009,2025-03-21,C0247,India,SKU-108,Backpack,1,150.91
INV-0247-010,2025-10-19,C0247,India,SKU-527,Yoga Mat,5,96.12
INV-0247-011,2025-07-30,C0247,India,SKU-127,Notebook Pack,5,30.77
INV-0247-012,2025-10-02,C0247,Germany,SKU-949,Wireless Mouse,5,71.19
INV-0247-013,2025-08-06,C0247,India,SKU-281,Backpack,2,173.13
INV-0247-014,2025-03-06,C0247,India,SKU-282,Yoga Mat,4,91.81
INV-0247-015,2025-03-06,C0247,United Kingdom,SKU-239,LED Bulb,5,88.68
INV-0247-016,2025-11-22,C0247,USA,SKU-793,Coffee Beans 500g,3,48.22
INV-0247-017,2025-05-01,C0247,United Kingdom,SKU-987,Desk Organizer,2,243.86
INV-0247-018,2025-07-21,C0247,India,SKU-326,Desk Organizer,2,225.9
INV-0247-019,2025-02-09,C0247,India,SKU-527,Coffee Beans 500g,1,301.71
INV-0247-020,2025-02-20,C0247,India,SKU-606,Coffee Beans 500g,3,152.86
INV-0247-021,2025-07-19,C0247,United Kingdom,SKU-639,LED Bulb,5,86.4
INV-0248-001,2025-02-13,C0248,United Kingdom,SKU-936,Wireless Mouse,3,185.15
INV-0248-002,2025-04-07,C0248,Germany,SKU-588,Backpack,1,217.43
INV-0248-003,2025-05-06,C0248,Germany,SKU-798,Desk Organizer,1,332.06
INV-0248-004,2025-11-24,C0248,India,SKU-666,Notebook Pack,4,63.52
INV-0248-005,2025-03-25,C0248,USA,SKU-561,Phone Case,4,149.27
INV-0248-006,2025-07-12,C0248,India,SKU-943,Phone Case,2,284.47
INV-0248-007,2025-07-18,C0248,India,SKU-425,Notebook Pack,2,241.79
INV-0248-008,2025-06-13,C0248,India,SKU-291,Notebook Pack,4,119.15
INV-0248-009,2025-06-17,C0248,India,SKU-305,Desk Organizer,2,133.99
INV-0248-010,2025-10-10,C0248,United Kingdom,SKU-947,Backpack,2,222.22
INV-0248-011,2025-08-03,C0248,Germany,SKU-211,Phone Case,3,181.88
INV-0248-012,2025-07-01,C0248,United Kingdom,SKU-681,Notebook Pack,1,289.72
INV-0248-013,2025-11-02,C0248,India,SKU-655,Cotton T-Shirt,1,223.45
INV-0248-014,2025-03-25,C0248,India,SKU-622,Backpack,5,32.14
INV-0248-015,2025-05-21,C0248,USA,SKU-109,Phone Case,5,118.94
INV-0249-001,2025-10-22,C0249,India,SKU-421,Coffee Beans 500g,1,358.24
INV-0249-002,2025-06-16,C0249,India,SKU-263,LED Bulb,4,46.41
INV-0249-003,2025-06-17,C0249,India,SKU-191,Notebook Pack,2,202.36
INV-0249-004,2025-06-22,C0249,USA,SKU-224,Water Bottle,5,26.74
INV-0249-005,2025-04-04,C0249,India,SKU-273,Backpack,1,288.8
INV-0249-006,2025-11-22,C0249,Germany,SKU-484,Coffee Beans 500g,5,44.05
INV-0249-007,2025-02-19,C0249,India,SKU-957,Notebook Pack,4,46.5
INV-0249-008,2025-12-09,C0249,India,SKU-122,Backpack,3,56.83
INV-0249-009,2025-07-12,C0249,India,SKU-116,Water Bottle,5,48.3
INV-0249-010,2025-05-30,C0249,India,SKU-251,Backpack,3,81.07
INV-0249-011,2025-08-18,C0249,USA,SKU-993,LED Bulb,3,71.15
INV-0249-012,2025-04-16,C0249,Germany,SKU-636,Water Bottle,5,41.01
INV-0249-013,2025-06-01,C0249,India,SKU-665,Desk Organizer,4,105.89
INV-0249-014,2025-10-16,C0249,United Kingdom,SKU-257,Backpack,3,120.21
INV-0249-015,2025-08-27,C0249,India,SKU-692,Yoga Mat,3,97.29
INV-0250-001,2025-06-30,C0250,United Kingdom,SKU-539,LED Bulb,3,13.07
INV-0250-002,2025-08-24,C0250,USA,SKU-111,Phone Case,1,54.24
INV-0251-001,2025-08-31,C0251,United Kingdom,SKU-404,Desk Organizer,4,14.42
INV-0251-002,2025-03-12,C0251,India,SKU-498,Backpack,4,7.11
INV-0251-003,2025-09-19,C0251,USA,SKU-305,Yoga Mat,5,13.48
INV-0252-001,2025-06-11,C0252,India,SKU-546,LED Bulb,3,2.63
INV-0252-002,2025-01-20,C0252,USA,SKU-173,Phone Case,5,1.48
INV-0252-003,2025-09-22,C0252,United Kingdom,SKU-716,Phone Case,5,4.11
INV-0252-004,2024-11-17,C0252,United Kingdom,SKU-627,Notebook Pack,2,8.89
INV-0253-001,2024-10-05,C0253,USA,SKU-210,Water Bottle,2,24.98
INV-0253-002,2025-06-06,C0253,India,SKU-604,Desk Organizer,1,99.53
INV-0253-003,2024-10-01,C0253,United Kingdom,SKU-463,Coffee Beans 500g,3,25.79
INV-0253-004,2025-01-01,C0253,India,SKU-634,Backpack,1,80.66
INV-0253-005,2025-01-24,C0253,India,SKU-782,Notebook Pack,2,17.09
INV-0253-006,2025-04-07,C0253,United Kingdom,SKU-808,Notebook Pack,4,25.07
INV-0253-007,2024-08-02,C0253,India,SKU-126,Backpack,5,7.35
INV-0254-001,2024-10-03,C0254,Germany,SKU-224,Water Bottle,3,72.97
INV-0254-002,2024-08-28,C0254,India,SKU-720,Wireless Mouse,1,247.65
INV-0254-003,2025-02-14,C0254,India,SKU-631,Water Bottle,3,66.49
INV-0254-004,2025-02-14,C0254,India,SKU-449,LED Bulb,2,48.88
INV-0254-005,2024-06-25,C0254,India,SKU-926,Desk Organizer,2,132.33
INV-0254-006,2024-05-23,C0254,United Kingdom,SKU-244,Wireless Mouse,5,49.3
INV-0254-007,2024-07-09,C0254,Germany,SKU-716,Wireless Mouse,1,175.66
INV-0255-001,2025-04-21,C0255,India,SKU-840,Desk Organizer,1,22.93
INV-0255-002,2025-08-03,C0255,India,SKU-213,Water Bottle,5,13.13
INV-0255-003,2025-08-20,C0255,India,SKU-136,Water Bottle,5,7.81
INV-0255-004,2025-01-21,C0255,United Kingdom,SKU-918,Phone Case,5,13.55
INV-0255-005,2025-04-24,C0255,USA,SKU-375,Coffee Beans 500g,5,4.33
INV-0256-001,2024-08-24,C0256,India,SKU-776,Cotton T-Shirt,2,31.52
INV-0256-002,2024-08-29,C0256,India,SKU-176,Wireless Mouse,1,109.2
INV-0256-003,2025-01-31,C0256,India,SKU-895,Phone Case,2,53.19
INV-0256-004,2024-10-29,C0256,India,SKU-460,Coffee Beans 500g,4,32.58
INV-0256-005,2025-03-09,C0256,United Kingdom,SKU-506,Yoga Mat,2,61.26
INV-0256-006,2024-08-21,C0256,Germany,SKU-214,Cotton T-Shirt,3,27.06
INV-0256-007,2025-01-20,C0256,India,SKU-337,Cotton T-Shirt,2,66.46
INV-0256-008,2025-05-20,C0256,Germany,SKU-323,LED Bulb,2,58.86
INV-0256-009,2024-09-20,C0256,United Kingdom,SKU-804,Desk Organizer,5,10.3
INV-0257-001,2025-06-13,C0257,India,SKU-707,Cotton T-Shirt,4,45.04
INV-0257-002,2025-03-24,C0257,India,SKU-298,Desk Organizer,5,33.25
INV-0257-003,2025-02-11,C0257,India,SKU-264,Desk Organizer,5,15.36
INV-0257-004,2025-03-04,C0257,India,SKU-130,Yoga Mat,1,200.55
INV-0257-005,2025-08-14,C0257,India,SKU-109,Coffee Beans 500g,4,19.34
INV-0257-006,2025-02-25,C0257,Germany,SKU-636,Yoga Mat,3,23.72
INV-0257-007,2025-07-18,C0257,India,SKU-374,Water Bottle,2,34.55
INV-0257-008,2025-04-04,C0257,United Kingdom,SKU-683,Phone Case,5,26.61
INV-0258-001,2024-12-26,C0258,India,SKU-976,Water Bottle,5,3.37
INV-0258-002,2025-02-17,C0258,India,SKU-480,Coffee Beans 500g,3,3.77
INV-0258-003,2025-05-27,C0258,United Kingdom,SKU-902,Phone Case,1,38.97
INV-0258-004,2025-03-17,C0258,India,SKU-820,Notebook Pack,5,3.68
INV-0258-005,2024-12-10,C0258,United Kingdom,SKU-751,Notebook Pack,2,6.94
INV-0258-006,2025-02-25,C0258,United Kingdom,SKU-890,Backpack,2,13.74
INV-0259-001,2025-11-02,C0259,USA,SKU-614,Water Bottle,3,6.23
INV-0259-002,2025-06-01,C0259,India,SKU-808,LED Bulb,3,10.03
INV-0259-003,2025-10-26,C0259,India,SKU-661,Cotton T-Shirt,4,4.94
INV-0259-004,2025-08-17,C0259,United Kingdom,SKU-929,Notebook Pack,1,16.92
INV-0260-001,2025-01-13,C0260,United Kingdom,SKU-569,Notebook Pack,2,7.67
INV-0260-002,2025-05-17,C0260,India,SKU-323,Desk Organizer,5,7.39
INV-0261-001,2025-02-24,C0261,United Kingdom,SKU-430,Yoga Mat,5,6.29
INV-0261-002,2025-01-24,C0261,India,SKU-496,Notebook Pack,5,12.57
INV-0261-003,2025-01-13,C0261,India,SKU-245,Cotton T-Shirt,3,21.57
INV-0261-004,2025-01-21,C0261,Germany,SKU-334,Phone Case,3,18.8
INV-0261-005,2025-02-25,C0261,India,SKU-966,Coffee Beans 500g,4,7.81
INV-0262-001,2025-01-20,C0262,USA,SKU-530,Backpack,3,27.17
INV-0262-002,2025-08-19,C0262,USA,SKU-188,Phone Case,4,23.22
INV-0263-001,2024-06-03,C0263,India,SKU-577,Notebook Pack,3,28.34
INV-0263-002,2025-03-24,C0263,Germany,SKU-977,Backpack,2,122.5
INV-0263-003,2025-01-11,C0263,India,SKU-601,Phone Case,2,92.8
INV-0263-004,2024-11-26,C0263,India,SKU-164,Coffee Beans 500g,2,86.6
INV-0264-001,2025-03-27,C0264,India,SKU-338,Notebook Pack,2,119.03
INV-0264-002,2025-02-21,C0264,USA,SKU-253,Water Bottle,1,328.69
INV-0264-003,2025-05-27,C0264,USA,SKU-778,Notebook Pack,2,111.37
INV-0264-004,2024-12-13,C0264,USA,SKU-853,Cotton T-Shirt,1,186.08
INV-0264-005,2025-05-23,C0264,India,SKU-153,Notebook Pack,1,230.05
INV-0265-001,2024-07-30,C0265,India,SKU-874,Yoga Mat,4,20.75
INV-0265-002,2025-01-18,C0265,India,SKU-866,Water Bottle,4,25.44
INV-0265-003,2025-05-06,C0265,India,SKU-224,Coffee Beans 500g,4,19.99
